clean_text,category
someday i want to be friends with lions too xD,P
Stupid poachers,N
Some of the people who comment on here are weird this is a man who has brought up these lions and lionesses and built up a trust with them over the years Once you build the trust with one of the pride the others follow Watch other videos of him its clear they trust him and will trust only him as a human Some of you on here no nothing and are just being weirdly bitter for no reason,N
You are so Amazing man,P
Wow hes good,P
if you are nice to animals they will be nice to you this is beautiful to see,P
Im always interested in how wild animals interact with humans  Regardless the fact that these wild animals were human raised or not its still an aweinspiring thing to see a lion run up to you and hug you  I almost crapped myself the first time I saw it lol,P
This actually brought me to tears its so beautiful,P
Amazing Absolutely amazing,P
my faith in humanity is restored,P
This was so beautiful that I was crying,P
awwwwww so cute The lions are cute,P
mind blowing but I personally wouldnt play around with nature natural selection only strikes once,N
I know he loves these wild animals and he is trying to protect them but i dont think treating lions as if they were domesticated is such a good idea We need to respect lions and give them space,N
This is so beautiful and amazing Its so lovely to see how he is interacting with them There like a big family its to cute,P
you wont believe me tears rolled from my eyes while watching the video i cant believe the bond of this guy with those beasts amazingtruly amazing,P
Wow i actually didnt know that about lions they are such amazing animals,P
I prefer to watch the lions in the wild,N
If he does die  he will die in his own heaven  doing what he loves,P
This is adorable omg so cute,P
208 awwww and btw WOAH P,P
Amazing and beautiful,P
Love your videos,P
This is why I love animals thy never forget the person who gave them love and respect and they will always love that person for it,P
Well he does give them all the space they want He would be fine if one of them just walked away for a while I see your point as I hate it when zoos capture and domesticate these animals,P
Yeah Steve Irwin got killed by a stingray it could hapoen to anyone,P
TEDDY DUANE Absolutely,P
I could be wrong but Im assuming that being torn to pieces by a pack of lions is anything but heaven Thats just my opinion,P
Well said TEDDY DUANE,P
PCLOVER93 The hole point is hes living his life and doing what he wants If he dies doing it then he lived the life he wanted to live,P
TEDDY DUANE being eaten by an animal you love sounds great,P
RedSpawN WHAT Lmao Dude your thinking of Steve Irwin the crocodile hunter You sir have made my day lol,N
PCLOVER93 Like I told you correct me if I was wrong It was late so I might have been a bit sleepy But glad I made your day,P
TEDDY DUANE He is not going to die God made animals and humans so we can live together Stop listening to the media and trust in God that he made animals how it should be not listening to the media and fearing the animals Thai people live with crocodiles and put their heads into the crocodiles mouth and yet they dont shut Now this guy does it about the same,P
Jesus Christ Please dont go telling people stupid things like that thatll get themselves killed  Kevin is able to interact with the lions in his sanctuary like this because he has a deeply personal relationship with them most of them going back their entire lives  Hed never go anywhere near a wild lion or any lion he doesnt personally know like that,N
RedSpawN  THANK YOU  people need to know that theres more out there than a silly old book,P
Its funny how people say we were made by the big bang so that means we were made by accident I mean seriously how could you live when you know that you werent supposed to have a purpose i mean seriously were we made by an accident is that what you are saying Ok good luck living with that in your head XD,N
Armando Gutierrez we all have a purposein life i just dont believe we were created by God,N
Misha Mayshev Thats Sad u Dont Beilieve guess u aint goin to heaven,N
"Donovan Faupel 
I think its sad how people devote their life for something or someone theyve never seen or have any proof of",N
TEDDY DUANE Heaven is not what we create it to be and if the lion man is not born again having believed on the Lord Jesus Christ he will end up in hell I wish that not upon him because he is surely an inspiration and his relationship with animals mirrors what the new and restored creation will be like where every creature will live in peace and harmony with each other No death no sin no sickness suffering or sorrow,P
craigdoc34 dude stop doing drugs,N
RedSpawN Sorry no drugs friend Youre like the religious pharisees in scripture that thought the apostles of Jesus were drunk when they went out proclaiming the gospel but in fact they were filled with the Holy Spirit,N
craigdoc34 The only thing youre filled with is concentrated THC,N
craigdoc34 dunno if troll or fanatic,N
im sure he will be alright just as long as he only does this when they have full stomachs,N
its because of poaching that these amazing animals are becoming extinct,N
Ill try that one day  great video,P
man how blessed are you,P
so many ignorant people in the comment section,N
I remember the bear whisperer became bear shit I see the same thing happening here,N
That is proof lions have emotions,P
this is to cute,P
If these were wild lions he would be dead,N
Nice video I need a GoPro too D,P
Oh you lions,P
Am ssoooooooooooooo jealous,P
This is the coolest video I love Lions How is he able to get so close to these gorgeous creatures and not be eaten alive Did he raise them,P
damn boy this guy chilling with lions like theyre rabbits,N
this guy is sooner or later gonna have the same fate as the crock hunter,N
Joe Keyes Thanks for clarifying,P
David Penn Fair Enough,P
"That isnt true at all watch some full length documentaries or read some of the journalsarticles hes written about lion care He himself warns against interacting with lions that you havent been with since infants One of the ways he makes sure they never get too aggressive with him is by stamping out their negative actions ie retracting their claws around him which is only possible during the child to adolescent stage
Also all his lions have been born in captivity and he raised the main alpha lion from birth which is the oldest and the father to the pack which was born in his care so i dont see how hes only raised two",N
gloomyharlow yes he did raise them lions And if he does die he will die doing what he loves and enjoys doing I would love to do what he does I love lions as well,P
This just proves my theory that you can tame and stroke big pussies like the little ones we have at home,P
Shiga Shiga is so right  This video should have that information which it lacks  so dont anyone go to africa thinking you can just go out and play with lions like they are your pet dogs if you do prepare to meet your maker,N
157240 Felt that one D,P
This is soooo cool,P
Hey kill err rock,N
Hey killer rock,N
SAVE THIS FUCKIN ANIMAL,P
so puffy c,P
that guy is ballzy even animals hand trained and feed in cities and zoos have been known to attack their handlers even when no evidence of animal abuse is found Here he is amongst a pride of them out in their natural kill box,N
Aww they love you I can tell,P
Thats intresting the hyena pack would be fun to hang out with,P
They are so awesome,P
how doesnt he afraid of them is it really possible,N
Cant afford to lose anymore wildlife because of us,N
See Lions are just huge cats They also need love and care,P
I like the new sound it makes when you like a comment,P
what beautiful animals,P
So luckysoso lucky I wish I could do that,P
Truly amazing Kevin I hope that your journey will bring you a long joyful never ending life with these beautiful creatures,P
226 so cute,P
OMG did you see the force on that hug Omfg thats a tackle,N
This is amazing i cant even,P
Thats incredible,P
this just makes me so happy,P
i started crying when the male lion hugged him i never knew lions can be like that,P
I cant believe youre not ripped to shreds,N
aww so cute3,P
that is a nice video,P
That is so cute dude,P
not a good idea if your black,N
That is awsome,P
This is such a beautiful relationship no fear or force required,P
RIP too bad he had to die that way as he was a real nice guy and cared about the wild greatly he will be missed,N
I fear things wont end well for this guy,N
Awwwwe sa cute I love wild cats so MUCH,P
A lot of people might say he has a death wish  But if I am not mistaken this guy they call him THE BIGCAT WHISPERER  It is sooooo remarkable how they just seem to trust him by going straight up to him and being soooooo close to his body,P
Its like giving Aslan a hug,P
I love this video,P
good,P
This man is amazing,P
Dont ever forget feeding them well loool,P
As a cat person I was moved to tears  We cannot lose this magnificent being  OMG  Stunning footage,P
This looks like something FunForLouis would do,N
Nothing ever ends well and living your life without pursuing what you love and stand for only goes to show that you never lived at all when the end does come,P
GreatBlueKnight he is happy and willing to meet what would likely be a horrible end Cheers to him because his footage is amazing,P
Shane Holly Hes an idiot Lets be honest The footage is incredible but what would we all be saying if we got to watch him get mauled by a pack of lions and torn limb from limb while still being alive and then eaten I think the atmosphere would be quite different,N
Im pretty sure he knows a lot more about lions than you fuckers just commenting on a video,N
Penguinox Im sure he does That doesnt change the fact that they are lions and will kill him if they feel the need to do so Its a wild animal for a reason,N
Once there was an ugly barnacle He hand reared most of the animals in this video and they all accept him into their pridepack which is why theyre so friendly with him You can see in the video that theyre hostile to the camera crew and yet not to him While theres a slim chance of him being attacked I dont think will happen This is his career Im sure if he knew it was dangerous he wouldnt bother shooting footage while endangering himself AND his camera crew,P
"Once there was an ugly barnacle well he said he excepts that fate of out comes I think its dangerous particularly because he has wife and kids 

Everybody remember grizzly bear man  He said he was rdy to go that way breath by grizzly but when the day came he wanted nothing more then to live He asked the one person there for help and they both died

HIS BEARS WERE TRULY WILD THOUGH No reserve no being around since babies no care no meds no feeding So there was a difference but these lions and hyenas are wild enough I hope he makes it",N
"Shane Holly The reason why he died though was because the bears he was around didnt actually know him and if I remember correctly I think it was around mating season And bears are a lot more aggressive around then but I could be wrong about it being around then What did happened was unfortunate but he did not know or raise the bear that attacked him and that much I know for certain

Edit Forgot to add though that in his other footage the bears he DID interact were ones he hand reared and knew personally",N
Penguinox why is it that we are fuckers,N
lunarkitsune14  his footage was utterly insane When I saw it in theaters I immediately said to myself hes dead someday,N
Shane Holly And thats why I dont think I could work with wild animals lol Its easy for me to say itd be cool and amazing when Im sitting here in the safety of my apartment on my computer but reality is it just wouldnt be a good idea because of the risks involved But if its your lifes passion then hey at least youre fulfilling your dreams right Steve Irwin certainly did god rest that mans blessed soul I sure do miss him and between Steve and Kevin they wereare doing good in the world by introducing some animals in their natural habitat to public for conservation efforts or just for educational purposes,N
lunarkitsune14 I dont care what hes done with the animals He could have intercourse and produce a half human half lion cub and it still wouldnt change a thing Its just nature for these animals You cant change a wild animal ever He may never be attacked but that doesnt mean there isnt a possibility every time hes around those animals It isnt a dog its a lion,N
Once there was an ugly barnacle when artificial selection is in play you can all but weed it out,N
"Once there was an ugly barnacle  Well no But if an animal sees you as family instead of food you have a less likely chance of being attacked Lions are very family oriented Same with hyenas Most animals dont attack family and if they do theres something wrong with them Its like the wolfman thing on Animal Planet Living with the Wolfman or something like that where a man integrated himself with a pack of wolves Wolves are also wild animals but if you understand their behaviour as thoroughly as those two experts do your chance of getting attacked is lessened 

A wild animal doesnt attack humans for no reason If it feels threatened or scared it will lash out And lions dont typically eat humans nor do hyenas Unless food is scarce of course but Im sure living on a reserve food isnt really a problem",P
Al Cohalic Id be the girlfriend but I got your point lol No I probably wouldnt wanna go camping around that time anyway Too much of a hassle And kind of gross,N
lunarkitsune14 Lions recognize that he is not one of them They may play around and act all cute with him but Id love to see him play with them when theyre extremely hungry I would not be surprised if they resorted to eating him,N
"Once there was an ugly barnacle Theyll never BE extremely hungry did you miss that part They live on a RESERVE where food will never be an issue Lions in the actual wild MAY experience starvation but lions on a RESERVE never will So no Him getting eaten by lions because theyre HUNGRY will never happen Other lions hes not been socialized with possibly seeing him as a threat and attack him for that plausible Him getting attacked because theyre hungry Highly unlikely 

Im not saying he couldnt be attacked but what I am saying is that you dont understand lions as thoroughly as this man does and saying but theyre wild animals honestly means squat to a behaviour specialist who knows more about these animals what they can do and what theyre most likely to do than you do",P
Im afraid they will end well Thanks for the support,P
Al Cohalic its actually not a big deal and easily dealt with,P
lunarkitsune14 If he really felt like lions are misunderstood hed play with them on an empty stomach You dont have to worry about the family dog eating its owners do you Only the lion because it wasnt meant to be around humans and it never will adjust All wild animals will always be instinctively driven no matter what you do to counteract it,N
"Once there was an ugly barnacle Actually thats incorrect There have been reports of starving dogs eating their owners Let me repeat that STARVING Do these lions look starving to you 

For fucks sake stop trying to make up reasons why this guy should stop working with lions that hes raised personally to justify your argument of lions are wild animals theyll eat you so we shouldnt work with them when these lions arent even technically wild to begin with 

Also This guy has PERSONALLY handled newborn cubs in front of the mother without any repercussions Most animals if they hadnt known him wouldve attacked him for handling their young Like I said Lions are social animals and they trust their pride of which they consider this human to be a part of If they didnt you wouldve heard about his slaughtered body being all over the news",N
Under these conditions I dont think they would ever hurt him He is Daddy If they were in the Circus that would be another story,P
"Once there was an ugly barnacle Im sorry did I mention the word domesticated anywhere in my responses An animal can be tamed towards the handler its familiar with and not be domesticated How else do you think zookeepers are able to go in and out of liontigerhyena exhibits all the time without getting attacked each time they enter

They spend time with the animals and they get to know them A zookeeper has a bit more risk because they havent hand reared the animals which is why you hear more about attacks but one that has has a less likely chance You seem to think these animals are stupid creatures who dont recognize kindness and love and compassion from another living thing and thats incorrect Being a human  automatically going to be attacked You need to get that notion out of your head Not all animals are out to get you and a lot of animals have very good memories 

Like elephants for example There have been cases where elephants will be calm and tolerant around tourists but they recognize those who have wronged them or those like them and become aggressive towards those people But elephants are also still wild animals correct So why would they discriminate between humans The answer is because theyre not stupid and they know not all humans are bad Its the same case here Animals still do not attack without a valid reason unless theres something wrong with them End of story And this man has studied lions and been around them for most of his life which is long enough to know their behaviour what they react to what to do and what not to do Hes not an idiot and neither are the lions",P
"lunarkitsune14 My point is that no matter what you do to tame a wild animal its always dangerous to be around that animal and therefore its very foolish to constantly put your life at risk Sure these lions are a lot less prone to attacking him as opposed to other wild lions but that doesnt change the fact that theyre still a danger to him

Animals are certainly not stupid but theyre driven by instinct and instinct only If you treat an animal compassionately your chances of being attacked are decreased because the animal may not view you as a threat to its survival That doesnt mean the animal wont kill at any moment If you act aggressive towards an animal they will act in defense Theyre programmed and they follow that program without fail unless there is something mentally wrong with the animal They always eat when theyre hungry and they always rest when they are tired Humans can starve themselves and stay awake for three days at a time just for the hell of it We arent programmed We have free will and an intellect

Everything animals do is pretty much instilled in them They dont ever act out sporadically just because they can You fail to see the difference between humans and animals We arent the same and never will be",N
"lunarkitsune14 This guy just needs to get his priorities straight While 4000 plus children are being murdered everyday in the United States alone through abortion hes worried about the conservation efforts for lions Its stupidity

Let me see an article or video on these jaguars who apparently eat plants just to get high

Animals may feel emotions similar to humans have dreams and be able to remember things but that does not mean they arent solely based on instinct A common designer may mean similar qualities but animals lack objective reasoning",N
"Once there was an ugly barnacle watchvMKd4awZXaM Thats one of the videos And theres some articles about it too I read it on Cracked once and thought it was really interesting so went to google it further 

And saving lions shouldnt be a priority As human beings we also have a duty to the world to make sure our devastation to it isnt so severe that whole animal species becomes wiped out as a result As a species weve overpopulated the planet and over consumed resources and have forced animals to extinction No I dont value an animals life more than a humans but I think its something we should be actively trying to prevent and raise awareness about than just ignoring it and letting it be Because both humans and animals should be important But I do believe you have a point in that more people should be trying to put their efforts into taking care of themselves like the homeless 

And I dont know about that per say Animals are a lot more intelligent than you give them credit for Say crows for example I think crows are actually one of the most intelligent birds on the planet and it shows Theyre ridiculously clever and have had many studies comparing their intelligence to a 5 or 7 year old If Im remembering correctly there was a study done where the crows were given two tools needed to open a box with food in it or something similar but each crow was given a different tool where both were needed Instead of fighting it out they came up with a peaceful solution and worked together to open the box If that doesnt show deductive reasoning I dont know what does",N
I think they are much safer animals than humans humans kill without any need and lions or any predator kills for food or because they simply are afraid indeed the very kevin said he always trusted lions and they were paid,P
At least they dont kill for pleasure other species doeshumans,P
He raised them the lions are attached to him hes kinda like a parent to them so they shouldnt harm him,P
Zachary Zikeli Listen idiots he said hes been in Africa for 30 years and Hes a Lion expert and plus the Lions sees him as their parent,P
"Once there was an ugly barnacle Youre pretty much right about what youre saying There is always a major risk in interacting with wild animals especially big time predators It doesnt even have to be something like lion gets hungry and decides to chow down even play can get to rough and result in harm Hes talked about getting clawed a few times because on occasions the lions roughouse with him like he is a lionwhich doesnt work so well when you are a thin skinned 160lb human 

Anyone saying the lions wont hurt him definitely doesnt understand the situation well Its absolutely a possibility 

With that in mind where I disagree totally with you is when you call him an idiot Im quiet certain he completely understands that what he is doing still carries a major risk of suffering serious injury or dying what would be a pretty horrific death He is clearly okay with that though If you were to call him an idiot then there are tons of other people out there who would fit the same bill race car drivers mountain climbers bicycle racers motorcycle riders etc 

If an informed person elects to engage in activity that carries a serious potential for harm or death because they love what they are doing I cannot call that idiocy For the time being we all die anyway if increased probability of dying sooner is worth what someone gets from the activity I say go for it",N
"Once there was an ugly barnacle Im not sure I follow you

As far as I know people are permitted to live their lives as carelessly as they choose provided they do not endanger others while doing so Doing stupid shit is not a crime anywhere that I am aware or unless of course it also constitutes reckless endangerment or a similar concept 

You mention that this activity isnt necessary That is technically true but applies to everything a person can do aside from eating drinking and sleeping Its no more or less necessary for someone to go for a run shop for groceries be a professional baseball player be a CEO or hang out with wild lions that might bite into your chest at any moment",P
Once there was an ugly barnacle  Yes that matter is not necessary to have a dog this guy is doing everything possible to save the lions and many other animals and youre saying this  please I invite you to watch documentaries or  and interviews Kevin and here again comment,P
"LMaster1 Just because you do something unnecessary doesnt make it wrong unless what you are doing is extremely dangerous Obviously there is danger in anything we do Even eating could result in death from say choking but playing with lions who are known for their brute strength sharp teeth huge claws and random acts of violence cannot be compared to any of the things you mentioned

No one has the right to put their life in grave danger for no good reason Theres a purpose for life and every life is more valuable than most people think Its wrong to do what this guy is doing",N
The worst thing that he says he got a giant appreciate these animals but never never will I leave feeling terrified being with them he does love and wanting to save these animals,N
"Once there was an ugly barnacle I think we are at a philosophical point of disagreement given this

No one has the right to put their life in grave danger for no good reason

My response would be of course they do In my opinion a person has every right to do what they would like with their own life provided it does not trample others rights or endanger the lives of others 

In the event you are not religious I would be curious to hear your thoughts on why you disagree with my reasoning If you are religious Im probably familiar with the rational behind your statement",N
LMaster1 I am religious and you hit the nail on the head with where we disagree I believe that God made us and therefore we are His property He gave us life and in return we respect His command That doesnt mean we dont have freewill but it does mean were obligated to exercise our freewill within the limits God has established,P
Once there was an ugly barnacle What does being a wild animal mean to you That they just want to kill you whenever they see you Its probable that if wild lions had been around nonaggressive people all their lives they would not kill people They would have no reason to These lions tolerate each other They dont kill each other Why would they kill Kevin Richardson,P
Shane Holly Timothy Treadwell interacted with truly wild grizzly bears Its a totally different story and yet people bring it up in connection to Kevin Richardson all the time,N
Once there was an ugly barnacle Yep Then you would be hearing people talk about how much you have to destroy the video footage and all that jazz Now since he goes around filming himself interacting with his Dear friends in good times then they should also show the videos of this guy and others like him when they eventually get mauled and fucked up by their socalled animal friends,N
Shane Holly Yes The sounds of the grizzly man screaming and hollering when he was being ripped into shreds by that bear was haunting and scary The guy was a dumbass but I felt badly for him,N
Jeez he taking the risk and helping these lions and other animals he definitely knows the risk and could get killed  But If you did this for a living it would be amazing  People calling him stupid and people that dont take risks have a very boring life  Risk and all worth it,P
Humans ARE animals How are you going to rant about this guy being an idiot when youre one yourself,N
You filthy pig,N
Once there was an ugly barnacle All those lions are domesticated well towards him He essentially raised the entire pride himself since they were cubs And he doesnt allow any feral or primal Lion inside the pride because it will upset the balance and cause the other lions to resort to their primal being All of the pride is in captivity for the most part Hes raised the alpha lion since it was born and its his longest living companion up to date,P
xXTheTyRantXx Fact lions cannot be domesticated Thats great that he plays with these lions in a controlled environment but that doesnt make it safe,N
stating the obvious Of course its not safe  He realises that he has even said that anything could happen controlled environment could you explain that bit Seems like you seen these places,N
Let me state something else obvious Anyone who plays with lions for any reason is an idiot,N
"Once there was an ugly barnacle Fact Look at the video 2 Obviously youre wrong in that right 

So I either have a choice unto believing some random person on the internet who thinks he knows everything about lions or the man in this video who actually went to college for zoology and has been working with lions for some 17 years Yeah sorry Patrick I am going with the latter",N
xXTheTyRantXx excellent your correct hes been doing for years saved many lions and hyena from being killed  Him making these video also helps fund his works so he can keep doing it Definitely not an edoit,P
Once there was an ugly barnacle Barnacle I dont know if this guy is an idiot Lol who knows but he sure has a huge ego though Most of the guys who do these things are some egomaniacs lol Calling themselves names like Lion Experts Lion Tamers Lion Whisperer and other bunch of crap Theyre usually SOME kind of expert until they end up getting OWNED by said animals,N
hndrxuntilidie Again 17 years I am waiting for him to get owned,N
hndrxuntilidie he doesnt call himself by any names  He has build a relationship with those animals  Watch his documentary only then will you learn how the lioness gives her cubs to him,P
That isnt the point Hes wholly admitted he can interact with these lions because hes built a relationship with them he says the cutoff for forming one is about a year to a year and a half old max And these lions are real lions AND real wild lions No lion wherever they live is a domesticated nonwild lion These lions live on a massive reserve and live in prides just like any other lion in Africa or anywhere else And he knows anywhere else he would go whether its another pride in Africa or the one in the San Diego Zoo he wouldnt be able to just waltz freely in there He has no relationship with them like he does with these WILD lions You completely missed the point of this whole video,P
Lol Well we KNOW what the end result would be,N
The same way  a pride of lions react to an outsider lion  Hostile,N
"hankookshave smallgochus   Yeah  And if I may be so bold as to be sarcastic and cynical to a total stranger  Hey  What do dose lyons this dis is  They want prime real estate eh  They wannit  They buy it like everyone else
 
Heh I love this Bizzaro world we live in",P
"I would like to thank everyone who has shown solidarity I knew I couldnt be alone and every plus of solidarity has brought a moment of happiness into my life

Since any solution to this problem will require that which makes the world go around and since so few of us have it anymore perhaps we should focus on developing and presenting a plea to those who do have money

My clear and present understanding over the last few years has been this if it makes a buck it will happen like it or not up to destroying our nest If it doesnt make a buck it will never ever happen no matter how much we need it right up to saving the world itself It wont happen unless its profitable to do so This is what we have done to ourselves And to the innocent creatures that had no voice in the game

This game is rigged  How is it not everyone has had enough  So many still root for it  Think our system gives everyone a fair chance  Perhaps if you are human white male and from a wealthy family to start with  These magnificent cats are none of the above",N
mrfaithandphysics If i was a billionarei sweari would spend lots of my cash on saving these beings,P
"jones marks I hear ya  I mean just look at the thumbnail for the video  It says it all 

I guess we have to leave it to the Africans and just focus on the wildlife we have where we live  They are all disappearing  The first mass extinction caused by human activity  And it is as bad as any in the past  Or soon will be at the current rate of dieoffs",N
mrfaithandphysics Woah a real life cat person  Do you have fur  Do you like to chase laser pointers  Do you like ham,P
Kevin Kirkpatrick LOL  Good one  I didnt see the humor in the literal statement  You have a good eye for potential comedy  Im not a cat person but I treasure them and see way more in there than most people do  The stereotype of the lazy indifferent cat is shattered when you have as many as I have  They are as unique and different in their personalities as people  Thanks for the comment  I needed a smile  JY,P
Kwame Awoko Love your avitar,P
Wow  There are so many big cat lovers out there  Each time I get a new thumbs up on my original comment my heart grows a little bit bigger  Thank you all so much  Jon,P
mrfaithandphysics Kitty Kitty,P
howsthat whatnow Yes Im so resisting a vag joke but I do love em  All kitties big and small  Domestication of the larger cats would be the only other way to save them  Can you imagine having a Guard Cat at home  Having this guy roaming the house would give me even more comfort that a big dog  During this latest mass extinction only the close friends of man get to survive  So we better get on it,P
mrfaithandphysics Im a dog person but I still agree Its weird because I cant stand normal cats sorry lol but I absolutely love wild ones,P
"Tapasya Tyaga Of course  I love them for the powerful  and yet as this video shows loving  creatures they are  Like all mammals it has a well developed brain and as you can see too is close to the size of the little humans skull who is curled up against it  They are smart  They are of the same family as us  And they will soon be gone  Im sure there are genetic banks like the one in Norway but we are not at the point where we could actually bring them back only make infertile clones

We are now well into the 6th mass extinction event this planet has seen  Its not just the lion though it fills me with awe and compassion I just want to hug it  though I know better unless it knows me its all the other species going extinct to make room for more people and their needs for food shelter minerals etc 

I cry because our planet is dying  If we could only feel what the earth feels we would stop immediately  Like a man hitting himself on the head with a hammer  Figures out to stop that shit right now  And most even ignore the sight and signs of it let alone not feeling it  

My father was a radio announcer after WWII and his station once got a lion back when you could still do that and when the promotion they were running expired dad bought it from them  I have a photo somewhere of the lion Cleo was his name with his paws on my shoulders and twice my size with me looking into its face with big wide eyes  I dont remember him much  He was killed by neighborhood kids with BBGuns  But I know that I must have missed him  And will miss them all  all the thousands of other beings we are wiping out in record time  And that hurts me  Not like them but it hurts to see them go",N
"mrfaithandphysics 

Thank you for your detailed and very thoughtful aporoach I wish more people thought like you",P
Now we have American dentist hunting and killing one of the few remaining  That man ought to be hunted down and shot skinned and his head on the wall of PETA,N
628  ab da wie heit die musik,P
I would love to have that kind of friendship with a wild animal,P
wow thats so cool,P
Maaaaann    You had a really fantastic experience in this life This is amazing,P
Next watch a man get mauled and eaten right before your eyes,N
"I love this video
Q if you can drive for days and days and never see another animal it must be a very large preserve So why can it not sustain mire animals Obviously I am missing something What is it",P
Cat The Mankinds New Best Friend,P
"Kevin Richardsons OFFICIAL YouTube channel LionWhispererTV
Give him a like or subscribe
Help him out",P
They say that evolution is about survival pf the fittest but in fact charles darwin himself said that the species that is more likely to survive is not the strongest but the one thats most open to change Humans being a prime example going from hunter gatherers who slept in trees for safety and  looked out over open plains to more effectively locate predators to being creatures who can take raw materials from the earth and use it to do things like dominate the known animal kingdom build large cities and explore deep into space with orbital telescopes If lions were to go extinct then that would cause overpopulation in species who were common prey to lions and overconsumption of food resources by that prey and probably destroying the habitat or at least changing it in ways no species in that habitat is used to Masai farmerswho ironically kill lions to protect their herd in Tanzania for instance would have less grass to feed their cattle because the cattle would multiply without the threat of lions hunting them which would years later cause those farmers to starve or have to relocate to a new area with fresh resources But if humans were to change only a little and help stop the dwindling population of african lions then all of that can be avoided and maybe one day we can coexist with the lion in some way Call me crazy but you know its true,N
Like if James from faceit brought you here,P
I just thought of something funny I sure some idiot is going to go to the wilds of Africa and try to huge a lion and will end up being lunch In his mind his saying i am sure i watched this on youtube They should really have a disclaimer DO NOT TRY THIS IN THE WILD,N
This makes me smile what a life he gets to live,P
Gods gift to this world its wonderful,P
"I guess he went into the closet
To narnia",P
Hyenas are awesome interesting animals I dont understand the hate they get,P
I noticed in 1 documentary Amy can be impatient with Kevin I  hope 1 day she does not attack and  injure or kill him Meg is so gorgeous Amy has a bit of a temper she s deadly and beautiful,P
they are so loving its adorable i wish i could lay with a lion probably the safest place you could ever be as long as they care about you,P
This is the most beautiful video I have ever seen,P
Absolutely UNBELIEVABLE,P
Who would dislike this Lets Save the Lions dudes,P
I wanna do dat but then ima get eaten by one,N
Forget bear hugs Id take a Lion hug any day,P
this video was amazing,P
"Kevin must eat a lot of food to energize his muscles to wrestle the big catskapow

I think he really may be the Wolverine in hiding Lol

Great video 

This man is such a hero",P
this is just rad,P
no worries  thank got it  in ur info,P
beautiful balls of muscle claws teeth and fur kinda like a puerto rican chickonly with less fur,P
I think Im getting a gp 4 my birthday,P
WELL DONE TEAM,P
Fallacy check its not habitat loss its food loss You can drive for miles and not see animals because they know youre coming for miles man befriending vicious predators is nothing new and most of the time it ends badly,N
Things like this video make one realize how small they are in this world  that the things we worry about are really irrelevant to the bigger picture  On the other hand we also have a big impact in the world in that we humans destroy so much  One thing that can be said about Kevin is that even if he does meet the fate so many expect he will have done so while living a life that was extremely fulfilling to him and helping to educate the rest of us pleebs  We will all die one day some of us will die peacefully some will die violently but most of us cannot say that we have had a life quite as rich as this guy,P
endangered used to have a meaningnow means an american wants and will adopt any wild animal to have it on his living room for being able to be fancy with the neighbor next doorwe got to find a better word,N
I never seen anything more beautiful,P
Love has no limits,P
"thanks for GoPro and biggest thanks for kevin richardson for all the videos you shared i always amaze watching your awesome videos with wild animals thanks for giving us a close up look for something that we know that we cant have it or live it
and thanks for saving God bless you",P
"To start helping the lions we need to spread awareness Watch another video of Kevin showing us the Hunting Game Its sick to see how theyre playing with them 
Habitat Lost Poachers and Hunters How can we save the animals from Humans",P
Awww thats why Im going to buy a Lion puppy and raised it in my back yard and let the kids play with em,P
Wow speaks volumes We HAVE to conserve and restore habitat thats the biggest reason we are lossing animals,P
Gods creatures are beautiful,P
Awesome music I wish I could get it,P
Wtf its fake lions is really dangerous animals,N
He probably took care of them when they were cubs Didnt think of that,N
I saw this guy before on national geographic Abu dhabi he is so amazing,P
919 Hyenas have a cartoonish face and character Well yeah The Lion King had hyenas XD,P
I love Lions Lioness and Tiger i dont know whats the girl tiger name,P
Lol my comment is super duper long,P
I wish im David but his mother and father passedaway because of a group of Elephants stomp his mother and father for nothing i hate Elephantsthen David was seven years then he drive a car and then a group of wild dogs help the Elephants by blocking him and then whaen wild dogs shows their tooth then will be scary then a wild dogs show its tooth then David was just 7 years Then he dont know how to brake then a two pride of lion and lioness chased away the wild dogs and started biting the wild dogs around like 3 or 4 wild dogs till dead then the wild dogs and elephats ran way then David saidok David today i am going to be dead But atcually the Lion and Lioness just walked away,P
Amizing,P
nice pic 1143,P
Oh my gosh the lions act like enormous puppies So cute this person is amazing,P
Oh It so cute,P
Waadmire,P
Human beings will be the next endangered species,P
The New Endangered Species You can go to africa and kill a male lion for around 22K in fact you can kill what you want even Elephant remember juan carlos needless to say thats something white poeple do in big reserve owned by white poeple When I was in Kenya I remember the owner of a park have killed 2 robbers gas and let the third alive so he can tell others to not rob this farm You can do what you want you just need moneyIf you thought reserve was about preserving wild life I just about the privitization of huge area,N
Hard to believe this is his reality I would have never imagined mingling with lions possible,P
Amazing to see this Bond,P
I love the big cat family and I am truly admiring the love and relationship he has with such magnificent creatures,P
"one has to take responsibility for this whole cockeyed condemned universe before he himself can gobe free An LRH quote I hope well quoted
Thank you for your amazing responsibility for lion conservation
I LOVE THIS VIDEO",P
"Senza parole Video stupendo fa capire quanto sia meravigliosa la natura e come luomo sia fatto su misura per essa 
LOVE NATURE  RESPECT NATURE",P
I did exactly waht he did and I Lost an arm,N
OMG nicenicenice very coll man xD,P
Id give my left nut to be able to wrestle and hug the shit out of a lion Amazing  One for the bucket list,P
so perfect,P
all of the videos are wandering and surprising as it they come to reality,P
